epoch,train_loss,train_loss_std,dev_loss,dev_cer,dev_wer,epoch_time_sec,learning_rate_end,grad_norm_mean,tokens_per_sec,peak_mem_gb,last_step
1,2.5444564001459904,0.34188424810479456,1.7932493295825895,0.4954191072839988,0.9621777072590242,137.15217328071594,0.0002999888846687921,1.0100938850911303,288557.0380128661,5.462732288,1236
2,1.7176374015684652,0.21031028745308333,1.2070027511627948,0.3305935604764399,0.7715787385957953,134.39592909812927,0.00029956777485836973,1.088207024875968,292635.16492122214,5.46426624,2472
3,1.3927049058154948,0.18873876342980336,0.9952083005279792,0.27260328096966613,0.6779650932169774,133.90853428840637,0.00029853885807742963,1.1161067494971852,294996.77770013193,5.46426368,3708
4,1.237077136979134,0.20388309653133704,0.868667085639766,0.23222050324587737,0.6018841729472432,136.44662857055664,0.00029690632961762437,1.1455367873015914,290183.2791908264,5.464269824,4944
5,1.1172380827873656,0.18742895310340615,0.7492124575083373,0.2086348764219049,0.5590836969456565,133.8593189716339,0.0002946768459288701,1.145299200631654,295098.66704915673,5.46426368,6180
6,1.0329925477215387,0.19742460592394273,0.6869372109897801,0.18806244771190975,0.5153708845696152,134.92219352722168,0.00029185949747842537,1.1396595413727282,294087.4378655082,5.464274944,7416
7,0.9829237634213611,0.20115929050997927,0.6251691775243791,0.1728009575950601,0.4808211027370091,135.11822819709778,0.0002884657716855409,1.1482556494597864,293733.4628437782,5.46272512,8652
8,0.9230850114212839,0.20241130759983758,0.5851190695997144,0.16158033443571476,0.457338357794526,136.71022200584412,0.0002845095060828082,1.1408803199680106,291490.60188294144,5.462706176,9888
9,0.8911331734803888,0.20463187645181863,0.5562525147297344,0.15360031883653721,0.44036096786989287,134.97792029380798,0.0002800068318951874,1.1412263769644364,294585.57323355257,5.461295616,11124
10,0.8450452038433559,0.20226502250637166,0.5306617700662769,0.1456823179552588,0.41451804839349465,136.77975225448608,0.0002749761082667646,1.1217316642258932,291386.55499039136,5.462070272,12360
11,0.8154256558919801,0.19765858425908164,0.5088873134284723,0.1397857999549607,0.4025585085283618,136.4973680973053,0.00026943784740342074,1.1244893043172397,291816.1419916908,5.4609152,13596
12,0.7943355469786619,0.19357715417939714,0.48213690177339025,0.13192626982819464,0.3832606108687029,136.3478603363037,0.0002634146309366349,1.12544180520337,292584.90429404174,5.462721024,14832
