epoch,train_loss,train_loss_std,dev_loss,dev_cer,dev_wer,epoch_time_sec,learning_rate_end,grad_norm_mean,tokens_per_sec,peak_mem_gb,last_step
1,2.633474398006513,0.20423433992625464,2.216445864224043,0.5940696621197431,0.9989488298294328,184.90787196159363,0.00029996843639440034,1.7198759623378226,221568.61688294396,7.23104,1236
2,2.179533899891338,0.14711543003507604,1.8136926791707024,0.47498931057022,0.9591630305434351,186.46836590766907,0.0002987736939316783,1.1343106499188926,223529.40599804095,7.231668736,2472
3,1.9154768122245578,0.14900536333895775,1.5619846328360136,0.417077446064941,0.9276477588258627,186.43084812164307,0.00029586322318782325,1.012914497827249,222379.37623710887,7.231668736,3708
4,1.7567597531192125,0.16440328822707306,1.4215162777509847,0.37767664226041137,0.8710234034113447,172.2585163116455,0.0002912707022673878,0.9759319235109588,244235.50813710975,7.231668736,4944
5,1.6307683430829094,0.15782130679486214,1.3041951187321397,0.34894322727673205,0.8409559698532328,186.65527510643005,0.0002850492728829438,0.9498887008062072,220104.11584216723,7.231668736,6180
6,1.537467365897589,0.16828712081993213,1.2180206150305075,0.3314377117833818,0.8206465688218961,187.51062893867493,0.00027727092543319853,0.9446319344552975,220971.73127036955,7.231913472,7416
7,1.4751905953228281,0.17367486504463156,1.1381305534331525,0.3089021564400516,0.7817532725109083,187.28639960289001,0.00026802566597618,0.9564388242450733,222917.64780351674,7.231668736,8652
8,1.4109148467050014,0.1765685993812887,1.0968032098207317,0.2946069286087225,0.7604522015073384,187.8971197605133,0.0002574204747367426,0.9504907681428885,223766.3388484687,7.233642496,9888
9,1.367319273186733,0.18300980854405047,1.0483458862930048,0.2830534542017472,0.7415311384371281,187.01145672798157,0.00024557806819988014,0.9572998461310531,225104.04232103785,7.230455808,11124
10,1.3175268289437185,0.18171816948901987,1.0128143732665016,0.27289051488936433,0.7225902419674732,188.70246195793152,0.00023263547911410768,0.9684162309158195,222864.53982447207,7.232003072,12360
11,1.279816171160408,0.18168778588940554,0.9777784963123134,0.2596674696359535,0.7032725109083697,188.02565383911133,0.00021874247083620657,0.9782986894105244,223182.55866184103,7.231450112,13596
12,1.255725457155203,0.17787453357837701,0.9502582383937523,0.251426493777798,0.6862554541848472,190.07332134246826,0.00020405980436551748,0.9832788193206571,222357.4892566533,7.231450112,14832
13,1.2202372162762583,0.17077487409426806,0.9197430894023082,0.250120729619616,0.6835382784609282,188.7768952846527,0.00018875737812055438,0.9904839777444945,222810.02496299273,7.23107584,16068
14,1.2023680672097745,0.18428868720731587,0.8989277315921471,0.2421730179644181,0.6685243950813169,185.93031191825867,0.00017301226198325145,0.9992469777277758,223547.34549074894,7.231668736,17304
15,1.17702138718085,0.17966450504932255,0.8833509214588853,0.23770145679223045,0.6638833796112654,186.64895486831665,0.00015700664835962614,1.003137114219681,226136.91850386237,7.232023552,18540
16,1.1583874921968453,0.18874178889696294,0.8688640985332552,0.2314649546447678,0.6517651725505752,183.60581707954407,0.00014092574396587173,1.0216992080790326,224747.83724236762,7.231410688,19776
17,1.1368739465100866,0.18965604441266343,0.8553578267331983,0.2293703034106458,0.6447838159460532,186.5419249534607,0.00012495562673478242,1.0278206776260943,223727.56564532593,7.231668736,21012
18,1.1171835370144798,0.19240168131823,0.8399668844019781,0.22584744603203408,0.6406981356604522,187.71651887893677,0.00010928109264101724,1.0365795380764409,222510.26592477193,7.231668736,22248
19,1.10627974714469,0.18238599398527267,0.8260217611906958,0.22117870963346686,0.6295120983736613,187.16863179206848,9.408351736036278e-05,1.0454460548351499,226050.90468593384,7.231668736,23484
20,1.0971694403481715,0.19269747320154704,0.8179962078078848,0.2192198930852108,0.6281832606108687,187.29946422576904,7.95387575065061e-05,1.0585604294604083,223767.97017017292,7.231668736,24720
21,1.078702274456765,0.18035780377921373,0.8060726269346769,0.2156773060845078,0.6202102340341135,186.3341085910797,6.581511573086043e-05,1.0650641260409432,226258.43981510864,7.232023552,25956
22,1.0712905329890237,0.18646762074824716,0.8023286676797711,0.2148840713911105,0.6172352241174137,182.65791273117065,5.3071393232008324e-05,1.0771920038658438,223352.6297134202,7.231668736,27192
23,1.0536253215522056,0.17673687889755194,0.7931780971464564,0.2129252438713851,0.6119397064656882,188.30778622627258,4.1455052209875e-05,1.0736112849708515,224212.89155173942,7.231300096,28428
24,1.0457770178715389,0.17824236829724693,0.7923238169951518,0.21051377967673823,0.6103133677112257,187.0291187763214,3.110050952753626e-05,1.0837967213496422,223834.35913852204,7.232023552,29664
25,1.0380801374761803,0.18057310979295113,0.7863095578600149,0.20931112493081436,0.6065251884172947,183.8288218975067,2.2127581325314766e-05,1.0828921993573506,224344.49015679836,7.230489088,30900
26,1.0394403677928024,0.1828911177645368,0.7790290420172644,0.2094317373793613,0.6063863546211821,187.34814524650574,1.4640096585094796e-05,1.0924353306829737,223340.96483810717,7.231668736,32136
27,1.0337854134804993,0.18248249647990425,0.779502227658131,0.20888496949792695,0.6055335184450615,186.13700890541077,8.724695687800881e-06,1.0885517468923118,225235.9324650356,7.231091712,33372
28,1.0324057808393028,0.18714567345184802,0.7805602951127975,0.20814672272536233,0.6055930186433954,186.42825865745544,4.449827866365841e-06,1.0921983812426286,222276.10358141107,7.231108608,34608
29,1.0267855313796441,0.18287981073938467,0.7790384390315072,0.20795863504141898,0.6055533518445061,188.479736328125,1.8649591550190586e-06,1.088448419154269,222629.84425678386,7.231668736,35844
30,1.0280343284498912,0.19102566575502697,0.7788763095120914,0.2080318558650529,0.6048790162633876,189.3176953792572,1e-06,1.089546698486149,223778.55172696922,7.231450112,37080
