epoch,train_loss,train_loss_std,dev_loss,dev_cer,dev_wer,epoch_time_sec,learning_rate_end,grad_norm_mean,tokens_per_sec,peak_mem_gb,last_step
1,2.5761990983123533,0.31353998129726196,1.8867312923806612,0.5186293199639544,0.9991074970249901,195.06265234947205,0.00029996843639440034,1.0174570246494126,210279.59695860674,11.961833472,1236
2,1.7985395875949304,0.20135723946097817,1.3289555565255586,0.35375346309877753,0.7988694962316542,205.50253868103027,0.0002987736939316783,1.0205543552884007,202773.82038413995,11.96188416,2472
3,1.4876244673836965,0.18303006209198253,1.0899912578160647,0.28794052062134656,0.7087465291550972,203.79505133628845,0.00029586322318782325,1.0460244995394186,202599.36998861938,11.961846784,3708
4,1.3347615715369439,0.198787060489335,0.9535698343495853,0.2521140228438128,0.6496628322094407,204.52649664878845,0.0002912707022673878,1.077936502191627,203555.83779898996,11.961824768,4944
5,1.2178521580680675,0.18501697983595905,0.840253828001804,0.22423543734926288,0.6000396667988893,205.7704930305481,0.0002850492728829438,1.081555976981484,201787.838979686,11.961842688,6180
6,1.133589793515051,0.19405603807716196,0.7976353608193945,0.2079298814718383,0.5660650535501786,202.03635811805725,0.00027727092543319853,1.0879334081145167,208180.76149080935,11.961849344,7416
7,1.0804430135438357,0.19881702412026817,0.7409809827804565,0.1950953246711288,0.5366124553748512,200.1504442691803,0.00026802566597618,1.101673928906231,212514.09810703297,11.9618176,8652
8,1.0231517638685634,0.20153283151475,0.6919857664186446,0.187512122904868,0.5227489091630305,206.2086865901947,0.0002574204747367426,1.1064900539839537,203665.4401100548,11.961854976,9888
9,0.9874777913961595,0.2045483589993881,0.652231469506123,0.17755703960130204,0.4961126537088457,202.20422625541687,0.00024557806819988014,1.1047748735711027,205735.06074383258,11.961857024,11124
10,0.9407746677066902,0.20153022047205194,0.6192599324906458,0.16452244456567625,0.4692383974613249,205.46586728096008,0.00023263547911410768,1.1055861842670873,202880.44518344195,11.961851904,12360
11,0.9083813290235294,0.19959399109138512,0.5990833659641078,0.15867092519978154,0.4542443474811583,206.45557737350464,0.00021874247083620657,1.1232231782092246,204642.0398810749,11.961827328,13596
12,0.8869885058657637,0.19411639596472438,0.5791018331637148,0.1540574337875394,0.44771915906386356,201.88147568702698,0.00020405980436551748,1.125894592996554,205289.4300066914,11.961846272,14832
13,0.8545135513285603,0.18427128528053174,0.5611699936819858,0.14989567313078525,0.4313566045220151,199.64328908920288,0.00018875737812055438,1.1290473877226266,209354.23617889415,11.961821696,16068
14,0.8414274396971592,0.19893539150895456,0.5474609038868888,0.14160486980860468,0.41451804839349465,202.31773257255554,0.00017301226198325145,1.1313866027736355,205271.21934378127,11.961829888,17304
15,0.8176555824993498,0.19050186468168018,0.5417271696153234,0.13857946504781404,0.4073185243950813,192.3623230457306,0.00015700664835962614,1.1405513221970653,219368.4508850929,11.96182784,18540
16,0.8006697031141871,0.2022563711915271,0.5128254196682914,0.13482052300001918,0.3943673145577152,204.21071434020996,0.00014092574396587173,1.1603121253568378,202958.8017494959,11.961835008,19776
17,0.7817095007180782,0.20224969194609957,0.4988358865995876,0.13351171604384282,0.392780642602142,202.43042159080505,0.00012495562673478242,1.1635834729497871,205147.3776650449,11.961852928,21012
18,0.7605551460269585,0.20400063794290632,0.4919168177198191,0.13010428651140557,0.382070606902023,208.02368307113647,0.00010928109264101724,1.1733664801784318,197748.75154846732,11.961827328,22248
19,0.7520273555685015,0.19055797695864735,0.4876776860385645,0.12719124397616757,0.3767354224514082,203.964182138443,9.408351736036278e-05,1.1815644408603316,203660.02543903084,11.961828352,23484
20,0.7443339226218875,0.2040468589090673,0.4753275152112617,0.12591261493000136,0.37086473621578736,200.30889439582825,7.95387575065061e-05,1.1947984204998294,209668.66427604388,11.961842688,24720
21,0.725666799591583,0.18806499983593808,0.4764992711973972,0.12265683402964828,0.36378421261404204,207.0749053955078,6.581511573086043e-05,1.203496010027657,201329.69039046997,11.961844736,25956
22,0.7184659605032032,0.19656683970626276,0.4666962501455526,0.12108243548122671,0.35809202697342324,197.0877149105072,5.3071393232008324e-05,1.217934140977736,213353.19679957902,11.961821696,27192
23,0.7002893755495742,0.18470468155147565,0.4682297340182007,0.1194808551912829,0.3543831812772709,203.82312893867493,4.1455052209875e-05,1.220168324446601,204493.34586229827,11.961857024,28428
24,0.6918613584682007,0.18560855823867897,0.45555540528453764,0.11872085896292812,0.353431178103927,209.34680724143982,3.110050952753626e-05,1.2297530632381686,199655.50481909042,11.961848832,29664
25,0.685842177146461,0.1887624301302089,0.44967432588827416,0.11804268963758002,0.3523800079333598,203.9882309436798,2.2127581325314766e-05,1.2248020705474618,203217.88479363447,11.961844224,30900
26,0.6866736535501325,0.18988250416542343,0.4530022442340851,0.1168532204576544,0.34833399444664814,204.4862298965454,1.4640096585094796e-05,1.2376333480417536,204295.82670420682,11.961829888,32136
27,0.6807906735435273,0.18938894009297855,0.4479102140567342,0.1169552959569173,0.3477191590638635,205.55491065979004,8.724695687800881e-06,1.2307050601371283,202779.37175069633,11.961824768,33372
28,0.6796177809147773,0.1938221289736023,0.44892709079335946,0.11658745927526698,0.3475009916699722,207.88684725761414,4.449827866365841e-06,1.2371704358016788,201730.39959305886,11.96184576,34608
29,0.6745191140998529,0.19017967769083857,0.4467808868064255,0.11618526306070699,0.34613248710829037,211.4370460510254,1.8649591550190586e-06,1.2283823565854224,198907.77674042454,11.961846272,35844
30,0.6756257730683848,0.1991526176534295,0.4475783945107069,0.11594173322108767,0.34557715192383975,210.41317486763,1e-06,1.225883966992974,197767.57044513273,11.961826304,37080
