epoch,train_loss,train_loss_std,dev_loss,dev_cer,dev_wer,epoch_time_sec,learning_rate_end,grad_norm_mean,tokens_per_sec,peak_mem_gb,last_step
1,2.5699980376607776,0.3182139011542412,1.8537331116004068,0.5111761518993084,1.0045220150733836,177.97212481498718,0.00029996843639440034,1.0275956160090503,240559.4095561256,5.084864512,1236
2,1.7938870965084213,0.2021654209803918,1.313874936494671,0.34896934655492423,0.8048393494644982,176.71586799621582,0.0002987736939316783,1.0420511741082645,241756.20856300378,5.084397056,2472
3,1.4862335691752944,0.1845638088370981,1.092015703193477,0.28952236165118067,0.7180880602935343,176.04117631912231,0.00029586322318782325,1.0856361636066127,242823.75249017504,5.084243456,3708
4,1.334338214983832,0.19994210493804068,0.9606080876022088,0.25331193576184585,0.6489884966283221,173.2672996520996,0.0002912707022673878,1.1133173841585233,245709.89084186385,5.085294592,4944
5,1.2186258903502647,0.18498293760131404,0.8516841266976029,0.22446178684955528,0.6044228480761602,175.62195992469788,0.0002850492728829438,1.121257279538414,242393.13820994413,5.084394496,6180
6,1.133502998301898,0.19441190794167157,0.8002252236741488,0.2115491319628969,0.5711027370091234,176.65360474586487,0.00027727092543319853,1.112857241557254,242480.7746034462,5.085299712,7416
7,1.0810744153353775,0.19975450170737485,0.7498496194354823,0.19625033582274024,0.5358786195953986,176.07089018821716,0.00026802566597618,1.1266614996306719,244400.55826883067,5.084857344,8652
8,1.0234147834932148,0.20157291424104878,0.6990160433972468,0.18102670655423606,0.5038476794922649,172.39922404289246,0.0002574204747367426,1.1345703124421314,248310.579988918,5.084171776,9888
9,0.9873104551174108,0.20521526687575525,0.6509093705747948,0.17547293688474633,0.49440698135660455,173.9623739719391,0.00024557806819988014,1.126643032655361,247530.75569674338,5.08797184,11124
10,0.9410651934281907,0.20229043687007434,0.6182917434661115,0.16741494320055722,0.46858389527965094,175.23461174964905,0.00023263547911410768,1.1346883951749616,245752.86524849787,5.083485184,12360
11,0.9079283954497294,0.1996840298756669,0.5962172951854643,0.15734069645144128,0.4538080126933756,174.36735105514526,0.00021874247083620657,1.1437870289129732,245732.03132182514,5.083102208,13596
12,0.8882440732231418,0.19597117766548608,0.5725228522644669,0.15111817717028864,0.4406783022610075,173.82073330879211,0.00020405980436551748,1.1513551949104446,247298.57832976984,5.08568832,14832
13,0.8537232636633815,0.18473259098411446,0.5598285393636735,0.14952434536679138,0.43030543435144786,177.70305824279785,0.00018875737812055438,1.1487650512973853,241924.814456345,5.082782208,16068
14,0.8395906491958594,0.20033377863752314,0.5406930036232119,0.14267038615141306,0.41636255454184845,176.83105182647705,0.00017301226198325145,1.1585285191975752,245006.12816142838,5.084829696,17304
15,0.8176102321655233,0.1917602197124446,0.5216703199949421,0.14269825188953203,0.4109282030940103,174.87570333480835,0.00015700664835962614,1.1667456325493197,249640.2890191703,5.087083008,18540
16,0.7988144433951686,0.20231684872403902,0.5060391186690721,0.1351311556753426,0.3958349861166204,176.11101865768433,0.00014092574396587173,1.169131640959712,244669.4953694632,5.084256768,19776
17,0.7803411422279275,0.2033223708720357,0.49481940269470215,0.13273439541022766,0.38833796112653707,172.00544261932373,0.00012495562673478242,1.1840694326798893,250904.80743488605,5.085295104,21012
18,0.7605281216860975,0.20513194439160343,0.4855002233239471,0.12968510787627296,0.38159460531535105,176.7173969745636,0.00010928109264101724,1.1910640608434924,245135.66138494082,5.085303808,22248
19,0.7505784743136958,0.19152929582524705,0.49219561551438,0.12646657266612923,0.3717572391907973,173.8455514907837,9.408351736036278e-05,1.1944677605501657,250275.8667720885,5.084859904,23484
20,0.7427253925443468,0.20438133699392058,0.48390907586598003,0.1246312011977047,0.36658072193573976,176.81522178649902,7.95387575065061e-05,1.2109709290431927,245465.1257618305,5.08425216,24720
21,0.723623246123297,0.18794288437779674,0.4730496572666481,0.12199298677621508,0.3628520428401428,174.06884288787842,6.581511573086043e-05,1.218259801949498,248446.07529787984,5.084857344,25956
22,0.7161675366093812,0.19656583797850394,0.4617682348509304,0.12106547031970587,0.3596390321301071,174.72167921066284,5.3071393232008324e-05,1.2250787452779541,247030.46697112726,5.08482304,27192
23,0.6985398428002222,0.18478387939987714,0.4570749602356895,0.1193746495725823,0.353907179690599,174.04312753677368,4.1455052209875e-05,1.2241941307065556,248104.40089631468,5.086598656,28428
24,0.6904193652389891,0.18635434175699508,0.45823667283918035,0.11750715369741331,0.35069416898056327,172.26504182815552,3.110050952753626e-05,1.2437040945665736,252033.45449874905,5.08485632,29664
25,0.6833285099094354,0.1885832300554901,0.448474898690083,0.11719333424182571,0.3496628322094407,173.80410718917847,2.2127581325314766e-05,1.2337805494714322,248128.26727713886,5.084261888,30900
26,0.6841859018677261,0.1904387050984467,0.4477717265730999,0.11715642145036034,0.3492066640222134,176.53721976280212,1.4640096585094796e-05,1.2461000355894898,244727.70533795745,5.084820992,32136
27,0.6788979578027833,0.18929575382697514,0.4467604985979737,0.11570904578278918,0.3455969853232844,174.373703956604,8.724695687800881e-06,1.2415270941832304,245987.11521008293,5.083462656,33372
28,0.6767706433642644,0.19318044395414258,0.44713939359930693,0.11564953322219171,0.3458349861166204,173.50402998924255,4.449827866365841e-06,1.252642403576752,244974.83059468688,5.084399104,34608
29,0.6720311384177903,0.18987481634125467,0.44561047436761075,0.11546449310185182,0.34472431574771917,175.58943438529968,1.8649591550190586e-06,1.2365631996910162,245587.12122617295,5.084854272,35844
30,0.6740645331761598,0.19904896119642526,0.44698009188057947,0.11534739212397889,0.34426814756049184,176.74694967269897,1e-06,1.2446756767512912,249007.13586075662,5.083102208,37080
