panel_row,panel_col,panel_title,cell,layer,head,mean_abs_eta
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,0,3,0.039282333105802536
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,0,4,0.07914392650127411
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,0,5,0.06743888556957245
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,0,6,0.11750171333551407
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,0,7,0.12618881464004517
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,1,0,0.07612018287181854
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,1,1,0.04578321427106857
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,1,2,0.0537007600069046
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,1,3,0.05090940743684769
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,1,4,0.06266672909259796
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,1,5,0.04327094554901123
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,1,6,0.1279473900794983
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,1,7,0.047361694276332855
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,2,0,0.08693426102399826
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,2,1,0.05780573934316635
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,2,2,0.05883433669805527
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,2,3,0.06530904769897461
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,2,4,0.05876104533672333
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,2,5,0.06205804646015167
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,2,6,0.04421752318739891
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,2,7,0.11842762678861618
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,3,0,0.08599261939525604
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,3,1,0.04260137677192688
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,3,2,0.049393996596336365
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,3,3,0.09769154340028763
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,3,4,0.07037603855133057
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,3,5,0.08750274032354355
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,3,6,0.03391977399587631
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,3,7,0.07232792675495148
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,4,0,0.06074972450733185
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,4,1,0.05122370272874832
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,4,2,0.14084410667419434
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,4,3,0.04126957058906555
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,4,4,0.03771516680717468
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,4,5,0.05730896070599556
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,4,6,0.03981085494160652
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,4,7,0.03836353123188019
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,5,0,0.0435580238699913
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,5,1,0.04990936815738678
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,5,2,0.07087479531764984
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,5,3,0.10543130338191986
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,5,4,0.05498890578746796
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,5,5,0.10742513835430145
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,5,6,0.10864068567752838
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,5,7,0.10819246619939804
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,6,0,0.051901623606681824
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,6,1,0.09135376662015915
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,6,2,0.10768536478281021
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,6,3,0.15296819806098938
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,6,4,0.08752073347568512
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,6,5,0.10218510031700134
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,6,6,0.08853894472122192
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,6,7,0.06309416145086288
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,7,0,0.08298342674970627
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,7,1,0.0688261091709137
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,7,2,0.09511610120534897
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,7,3,0.0808798149228096
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,7,4,0.07686910033226013
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,7,5,0.052983589470386505
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,7,6,0.20594151318073273
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,7,7,0.06140162795782089
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,8,0,0.10433749854564667
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,8,1,0.05348502844572067
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,8,2,0.06173286586999893
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,8,3,0.07268582284450531
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,8,4,0.057712484151124954
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,8,5,0.06449991464614868
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,8,6,0.039459191262722015
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,8,7,0.13868525624275208
